Radial distance r (atomic units), theoretical Hartree potential (atomic units), calculated Hartree potential (atomic units) with 100 points
0.0, nan, inf
0.10101010101010101, 0.9938452095660288, 1.8774388160550666
0.20202020202020202, 0.9776779795517099, 1.4164057435862294
0.30303030303030304, 0.954369075572953, 1.2445634533334615
0.40404040404040403, 0.9261485272613263, 1.1419451682064576
0.5050505050505051, 0.8947370689318275, 1.0658217994883654
0.6060606060606061, 0.8614516631089518, 1.0026870015002123
0.7070707070707071, 0.8272901062700015, 0.9471813277385903
0.8080808080808081, 0.7929987647179217, 0.8968695914023435
0.9090909090909091, 0.7591267165181189, 0.8505313656125942
1.0101010101010102, 0.7260689492809045, 0.8074985954057038
1.1111111111111112, 0.6941007558783978, 0.7673691809489988
1.2121212121212122, 0.6634050586977729, 0.7298738300232597
1.3131313131313131, 0.6340940596572662, 0.6948112531231551
1.4141414141414141, 0.6062263432380308, 0.6620158297951988
1.5151515151515151, 0.579820341258728, 0.6313413869310082
1.6161616161616161, 0.5548648913263269, 0.6026531854807899
1.7171717171717171, 0.5313274779441925, 0.5758241317642813
1.8181818181818181, 0.5091606297376046, 0.5507331455866182
1.9191919191919191, 0.48830685296300247, 0.5272645934741714
2.0202020202020203, 0.46870240617588943, 0.5053082083478531
2.121212121212121, 0.4502801602151433, 0.4847591924945948
2.2222222222222223, 0.432971738737319, 0.46551835054240603
2.323232323232323, 0.4167090951478975, 0.4474921807999076
2.4242424242424243, 0.40142565009887354, 0.43059289733444583
2.525252525252525, 0.3870570882718642, 0.41473837818446585
2.6262626262626263, 0.3735418927427645, 0.39985204639414834
2.727272727272727, 0.3608216788560812, 0.3858626953509054
2.8282828282828283, 0.3488413764379052, 0.3727042711787478
2.929292929292929, 0.33754929870987643, 0.36031562439487985
3.0303030303030303, 0.326897127918093, 0.3486402416403118
3.131313131313131, 0.3168398410451864, 0.33762596658845373
3.2323232323232323, 0.30733559369515245, 0.32722471741087966
3.3333333333333335, 0.29834557605825823, 0.31739220658479234
3.4343434343434343, 0.2898338515591115, 0.3080876674273682
3.5353535353535355, 0.2817671861889124, 0.29927359055679936
3.6363636363636362, 0.27411487448142685, 0.2909154725021187
3.7373737373737375, 0.26684856649747635, 0.2829815778950417
3.8383838383838382, 0.2599420989432785, 0.2754427160532781
3.9393939393939394, 0.2533713325904052, 0.2682720322812695
4.040404040404041, 0.2471139974306462, 0.2614448138475773
4.141414141414141, 0.2411495464406056, 0.25493831032694964
4.242424242424242, 0.2354590184108226, 0.2487315678009353
4.343434343434343, 0.23002490998258876, 0.24280527627800955
4.444444444444445, 0.2248310568085627, 0.23714162960934526
4.545454545454545, 0.21986252359178052, 0.2317241971286999
4.646464646464646, 0.21510550264669673, 0.2265378062255256
4.747474747474747, 0.21054722055358308, 0.22156843506217333
4.848484848484849, 0.20617585243459507, 0.21680311466324367
4.94949494949495, 0.20198044335874615, 0.21222983963319927
5.05050505050505, 0.19795083637815356, 0.207837486793771
5.151515151515151, 0.19407760670476912, 0.2036157410727139
5.252525252525253, 0.1903520015519253, 0.19955502801800984
5.353535353535354, 0.18676588518574655, 0.19564645235509515
5.454545454545454, 0.18331168875577905, 0.1918817420479542
5.555555555555555, 0.17998236450054075, 0.18825319736711646
5.656565656565657, 0.17677134395095384, 0.1847536445081522
5.757575757575758, 0.1736724997819518, 0.1813763933427794
5.858585858585858, 0.17068011098935798, 0.1781151989209454
5.959595959595959, 0.16778883109498655, 0.17496422637610548
6.0606060606060606, 0.16499365910754846, 0.17191801891734276
6.161616161616162, 0.16228991299017437, 0.1689714686209963
6.262626262626262, 0.15967320540710458, 0.1661197897611454
6.363636363636363, 0.15713942154230606, 0.16335849444274433
6.4646464646464645, 0.1546846988014665, 0.16068337032352886
6.565656565656566, 0.1523054082260253, 0.15809046023115667
6.666666666666667, 0.14999813746368884, 0.15557604350053406
6.767676767676767, 0.1477596751543184, 0.15313661887306018
6.8686868686868685, 0.14558699660325214, 0.15076888881471837
6.96969696969697, 0.1434772506261148, 0.14846974512370026
7.070707070707071, 0.14142774746006712, 0.14623625571067747
7.171717171717171, 0.1394359476463348, 0.1440656524460645
7.2727272727272725, 0.13749945179781847, 0.1419553199787468
7.373737373737374, 0.13561599117369935, 0.13990278543988768
7.474747474747475, 0.13378341899029558, 0.13790570895366733
7.575757575757575, 0.13199970240405856, 0.1359618748842352
7.6767676767676765, 0.1302629151085972, 0.13406918375485047
7.777777777777778, 0.12857123049303257, 0.13222564478121876
7.878787878787879, 0.12692291531387978, 0.1304293689664694
7.979797979797979, 0.125316323837071, 0.12867856271011874
8.080808080808081, 0.12374989241072348, 0.1269715218877825
8.181818181818182, 0.12222213443286124, 0.12530662636238385
8.282828282828282, 0.12073163568155225, 0.12368233489119695
8.383838383838384, 0.11927704997786512, 0.12209718039630889
8.484848484848484, 0.1178570951547074, 0.12054976556900897
8.585858585858587, 0.11647054930700883, 0.11903875878125893
8.686868686868687, 0.11511624730088889, 0.11756289027978506
8.787878787878787, 0.1137930775214116, 0.11612094864049403
8.88888888888889, 0.11249997884031343, 0.11471177746286662
8.98989898989899, 0.11123593778670074, 0.11333427228575266
9.09090909090909, 0.10999998590517555, 0.11198737770759096
9.191919191919192, 0.10879119728717344, 0.11067008469553065
9.292929292929292, 0.10760868626249954, 0.10938142806924471
9.393939393939394, 0.10645160523914028, 0.10812048414642339
9.494949494949495, 0.1053191426804207, 0.1068863685380174
9.595959595959595, 0.10421052120947827, 0.10567823408228878
9.696969696969697, 0.10312499583184494, 0.10449526890762204
9.797979797979798, 0.10206185226767582, 0.10333669461486561
9.8989898989899, 0.10102040538584253, 0.10220176457071592
10.0, 0.09999999773273102, 0.1010897623043336
